statReviewAvailable,PPAReviewAvailable,Name,appType,PPAReviewLink,Company,reviewAvailable,marketStat,appNo,approvDate,reviewPageLink,sumReviewAvailable,PatientPopulationAltered,medReviewAvailable
-,-,FENOFIBRATE (MICRONIZED),ANDA,-,TEVA,-,Prescription,75753,2002-04-09,-,-,-,-
-,False,FEMSTAT 3,NDA,-,BAYER,False,Over-the-counter,20421,1995-12-21,-,-,False,-
True,False,FEMTRACE,NDA,-,APIL,True,Prescription,21633,2004-08-20,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021633s000_FemtraceTOC.cfm,False,False,True
-,-,FEMSTAT,-,-,-,-,Discontinued,19215,-,-,-,-,-
-,-,FEMSTAT,-,-,-,-,Discontinued,19359,-,-,-,-,-
-,-,FEMPATCH,NDA,-,PARKE DAVIS,-,Discontinued,20417,-,-,-,-,-
-,-,FEMOGEN,-,-,-,-,Discontinued,85007,-,-,-,-,-
-,-,FEMOGEN,-,-,-,-,Discontinued,85008,-,-,-,-,-
-,-,FEMOGEN,-,-,-,-,Discontinued,85076,-,-,-,-,-
True,False,FEMRING,NDA,-,APIL,True,Prescription,21367,2003-03-20,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021367TOC.cfm,False,False,True
-,-,FEMINONE,NDA,-,PHARMACIA AND UPJOHN,-,Discontinued,16649,-,-,-,-,-
False,False,FEMHRT,NDA,-,WARNER CHILCOTT,True,Prescription,21102,1999-10-15,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/021102_s000_21065_FemhrtTOC.cfm,False,False,True
False,False,FEMHRT,NDA,-,APIL,True,Prescription,21065,1999-10-15,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21065_Femhrt.cfm,False,False,True
-,-,FEMCET,ANDA,-,MALLINCKRODT,-,Discontinued,89102,-,-,-,-,-
False,False,FEMCON FE,NDA,-,APIL,True,Prescription,21490,2003-11-14,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-490_NorethinOvcon.cfm,False,False,True
-,-,FELODIPINE,-,-,-,-,Discontinued,91484,-,-,-,-,-
-,-,FELODIPINE,ANDA,-,JUBILANT GENERICS,-,Prescription,203983,2016-08-19,-,-,-,-
True,False,FEMARA,NDA,-,NOVARTIS PHARMS,True,Prescription,20726,1997-07-25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020726_femara_toc.cfm,False,False,True
-,-,FELODIPINE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,203417,2013-01-17,-,-,-,-
-,-,FELODIPINE,ANDA,-,ORCHID HLTHCARE,-,Prescription,203032,2015-05-21,-,-,-,-
-,-,FELODIPINE,ANDA,-,TORRENT PHARMS LTD,-,Prescription,202170,2011-11-28,-,-,-,-
-,-,FELODIPINE,ANDA,-,HERITAGE PHARMS INC,-,Prescription,201964,2013-11-08,-,-,-,-
-,-,FELODIPINE,ANDA,-,VINTAGE PHARMS LLC,-,Prescription,200815,2011-11-04,-,-,-,-
-,-,FELODIPINE,ANDA,-,SUN PHARM INDS LTD,-,Prescription,91200,2013-12-13,-,-,-,-
-,-,FELODIPINE,ANDA,-,GLENMARK GENERICS,-,Prescription,90365,2010-12-17,-,-,-,-
-,-,FELODIPINE,ANDA,-,MYLAN,-,Prescription,78855,2008-04-17,-,-,-,-
-,-,FELODIPINE,ANDA,-,SUN PHARM INDS,-,Prescription,75896,2004-11-02,-,-,-,-
-,False,FELDENE,NDA,-,PFIZER,False,Prescription,18147,1982-04-06,-,-,False,-
-,False,FELBATOL,NDA,-,MEDA PHARMS,False,Prescription,20189,1993-07-29,-,-,False,-
-,-,FELBAMATE,ANDA,-,ALVOGEN MALTA,-,Prescription,204595,2016-01-11,-,-,-,-
-,-,FEBUXOSTAT,ANDA,-,ALEMBIC PHARMS LTD,-,None (Tentative Approval),205421,-,-,-,-,-
-,-,FEBUXOSTAT,ANDA,-,MYLAN PHARMS INC,-,None (Tentative Approval),205385,-,-,-,-,-
-,-,FELBAMATE,ANDA,-,AMNEAL PHARMS,-,Prescription,202385,2011-12-16,-,-,-,-
-,-,FELBAMATE,ANDA,-,COREPHARMA,-,Prescription,202284,2015-11-04,-,-,-,-
-,-,FELBAMATE,ANDA,-,AMNEAL PHARMS,-,Prescription,201680,2011-09-13,-,-,-,-
-,-,FAYOSIM,ANDA,-,LUPIN LTD,-,Prescription,205943,2016-03-29,-,-,-,-
False,False,FAZACLO ODT,NDA,-,JAZZ PHARMS III,True,Prescription,21590,2004-02-09,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021590s000_FazacloTOC.cfm,False,False,True
-,-,FASTIN,NDA,-,GLAXOSMITHKLINE,-,Discontinued,17352,1973-08-14,-,-,-,-
True,False,FASLODEX,NDA,-,ASTRAZENECA,True,Prescription,21344,2002-04-25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-344_FulvestrantFaslodex.cfm,False,True,True
True,False,FARYDAK,NDA,-,NOVARTIS PHARMS CORP,True,Prescription,205353,2015-02-23,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/205353Orig1s000TOC.cfm,True,False,True
-,False,FARESTON,NDA,-,PROSTRAKAN INC,False,Prescription,20497,1997-05-29,-,-,False,-
True,False,FARXIGA,NDA,-,ASTRAZENECA AB,True,Prescription,202293,2014-01-08,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/202293Orig1s000TOC.cfm,True,False,True
-,-,FANSIDAR,NDA,-,ROCHE,-,Discontinued,18557,1981-10-28,-,-,-,-
True,False,FANAPT,NDA,-,VANDA PHARMS INC,True,Prescription,22192,2009-05-06,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022192s000TOC.cfm,True,False,True
-,False,FAMVIR,NDA,-,NOVARTIS,False,Prescription,20363,1994-06-29,-,-,False,-
-,-,FAMOTIDINE PRESERVATIVE FREE IN PLASTIC CONTAINER,-,-,-,-,Discontinued,75729,-,-,-,-,-
-,-,"FAMOTIDINE, CALCIUM CARBONATE, AND MAGNESIUM HYDROXIDE",ANDA,-,PERRIGO R AND D,-,Over-the-counter,204782,-,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE IN PLASTIC CONTAINER,ANDA,-,BAXTER HLTHCARE,-,Prescription,75591,2001-05-10,-,-,-,-
-,-,"FAMOTIDINE, CALCIUM CARBONATE, AND MAGNESIUM HYDROXIDE",ANDA,-,PERRIGO R AND D,-,Over-the-counter,77355,2008-02-06,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,-,-,-,-,Discontinued,75669,-,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,-,-,-,-,Discontinued,75708,-,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,-,-,-,-,Discontinued,75789,-,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,-,-,-,-,Discontinued,76324,-,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE (PHARMACY BULK),ANDA,-,APOTEX INC,-,Discontinued,76322,2002-11-27,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,ANDA,-,MYLAN LABS LTD,-,Prescription,78642,2008-06-25,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,ANDA,-,AMPHASTAR PHARMS INC,-,Prescription,75825,2001-04-17,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,ANDA,-,FRESENIUS KABI USA,-,Prescription,75813,2001-04-16,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,ANDA,-,AMPHASTAR PHARMS INC,-,Prescription,75622,2001-04-16,-,-,-,-
-,-,FAMOTIDINE PRESERVATIVE FREE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,75486,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75062,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75302,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75404,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75457,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75607,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75610,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75639,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75650,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75705,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75707,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75793,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75799,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75870,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75905,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,75942,-,-,-,-,-
-,-,FAMOTIDINE,-,-,-,-,Discontinued,76101,-,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,AUROBINDO PHARMA LTD,-,Over-the-counter,206531,2016-04-26,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,HETERO LABS LTD V,-,Prescription,202438,2014-09-10,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,MYLAN,-,Prescription,201333,2011-03-24,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,MACLEODS PHARMS LTD,-,Prescription,201022,2012-01-12,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,APOTEX,-,Prescription,91480,2011-07-22,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,91114,2011-03-21,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,ROXANE,-,Prescription,90128,2011-03-21,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,CIPLA LTD,-,Prescription,78278,2011-03-21,-,-,-,-
-,-,FAMCICLOVIR,ANDA,-,TEVA PHARMS,-,Prescription,77487,2007-08-24,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,206530,2015-12-22,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,HI-TECH PHARMA CO,-,Prescription,201995,2014-05-30,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,NOVEL LABS INC,-,Prescription,201695,2012-12-17,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,NAVINTA LLC,-,Prescription,91020,2010-05-27,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,WOCKHARDT,-,Over-the-counter,90837,2010-08-04,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,LUPIN LTD,-,Prescription,90440,2010-06-29,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,SUN PHARM INDS LTD,-,Over-the-counter,90283,2009-11-17,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,ALEMBIC PHARMS LTD,-,Prescription,78916,2009-05-22,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,MYLAN LABS LTD,-,Prescription,78641,2008-06-25,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,DR REDDYS LABS LTD,-,Over-the-counter,77367,2006-09-25,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,PERRIGO,-,Prescription,77352,2005-07-27,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,PERRIGO,-,Over-the-counter,77351,2006-09-25,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,WOCKHARDT,-,Over-the-counter,77146,2005-03-07,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,CARLSBAD,-,Prescription,75805,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,WOCKHARDT,-,Prescription,75786,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,DR REDDYS LABS LTD,-,Over-the-counter,75758,2001-08-17,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,75718,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,PERRIGO,-,Over-the-counter,75715,2003-08-22,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,FRESENIUS KABI USA,-,Prescription,75709,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,MYLAN,-,Prescription,75704,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,AMPHASTAR PHARMS INC,-,Prescription,75684,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,MYLAN,-,Over-the-counter,75674,2001-12-21,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,AMPHASTAR PHARMS INC,-,Prescription,75651,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,APOTEX,-,Prescription,75611,2001-07-23,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,IVAX SUB TEVA PHARMS,-,Over-the-counter,75512,2001-07-26,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,IVAX SUB TEVA PHARMS,-,Prescription,75511,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,75488,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,PERRIGO,-,Over-the-counter,75400,2005-03-18,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,TEVA,-,Over-the-counter,75312,2001-05-31,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,TEVA,-,Prescription,75311,2001-04-16,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,MARSAM PHARMS LLC,-,None (Tentative Approval),75194,-,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,MARSAM PHARMS LLC,-,None (Tentative Approval),75193,-,-,-,-,-
-,-,FAMOTIDINE,ANDA,-,MARSAM PHARMS LLC,-,None (Tentative Approval),75192,-,-,-,-,-
-,-,FALMINA,ANDA,-,NOVAST LABS LTD,-,Prescription,90721,2012-03-28,-,-,-,-
-,-,FALLBACK SOLO,ANDA,-,LUPIN LTD,-,Over-the-counter,201446,2014-06-19,-,-,-,-
-,-,FACTREL,NDA,-,HIKMA (MAPLE),-,Discontinued,18123,1982-09-30,-,-,-,-
True,False,FACTIVE,NDA,-,LG LIFE SCIENCES,True,Prescription,21158,2003-04-04,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21158_Factive.cfm,False,False,True
-,-,GYNOREST,NDA,-,SOLVAY,-,Discontinued,17388,-,-,-,-,-
True,False,FABIOR,NDA,-,STIEFEL LABS INC,True,Prescription,202428,2012-05-11,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202428_fabior_toc.cfm,True,False,True
-,-,GYNODIOL,ANDA,-,DURAMED PHARMS BARR,-,Discontinued,40212,1997-12-29,-,-,-,-
-,-,GYNIX,ANDA,-,TEVA PHARMS,-,Discontinued,73249,1998-02-13,-,-,-,-
-,-,GYNE-SULF,ANDA,-,G AND W LABS,-,Discontinued,88607,1986-06-09,-,-,-,-
-,False,GYNE-LOTRIMIN COMBINATION PACK,NDA,-,BAYER HEALTHCARE LLC,False,Over-the-counter,20289,1993-04-26,-,-,False,-
-,False,GYNE-LOTRIMIN 3 COMBINATION PACK,NDA,-,BAYER HEALTHCARE LLC,False,Over-the-counter,20526,1996-07-29,-,-,False,-
-,False,GYNE-LOTRIMIN 3,NDA,-,BAYER HEALTHCARE LLC,False,Over-the-counter,20525,1996-07-29,-,-,False,-
True,False,GYNE-LOTRIMIN 3,NDA,-,BAYER HEALTHCARE LLC,True,Over-the-counter,20574,1998-11-24,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20-574_GyneLotrimin.cfm,False,False,True
-,-,GYNAZOLE-1,ANDA,-,PERRIGO ISRAEL,-,Prescription,200923,2012-05-18,-,-,-,-
-,False,GYNE-LOTRIMIN,NDA,-,BAYER HEALTHCARE LLC,False,Over-the-counter,18052,1978-11-08,-,-,False,-
-,False,GYNE-LOTRIMIN,NDA,-,BAYER HEALTHCARE LLC,False,Over-the-counter,17717,1976-03-24,-,-,False,-
-,-,GVS,ANDA,-,SAVAGE LABS,-,Discontinued,83513,-,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,-,-,-,-,Discontinued,74762,-,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,-,-,-,-,Discontinued,202238,-,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,MYLAN PHARMS INC,-,Prescription,202578,2015-06-02,-,-,-,-
-,False,GUANIDINE HYDROCHLORIDE,NDA,-,MERCK SHARP DOHME,False,Prescription,1546,1939-10-02,-,-,False,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,SANDOZ INC,-,Prescription,202568,2015-06-03,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,TWI PHARMS INC,-,Prescription,201408,2015-06-02,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,TEVA PHARMS USA,-,Prescription,201382,2015-06-02,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,ACTAVIS ELIZABETH,-,Prescription,200881,2012-10-05,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,AMNEAL PHARM,-,Prescription,75109,1998-11-25,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,MYLAN,-,Prescription,74796,1997-01-27,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,EPIC PHARMA LLC,-,Prescription,74673,1997-02-28,-,-,-,-
-,-,GUANFACINE HYDROCHLORIDE,ANDA,-,WATSON LABS,-,Prescription,74145,1995-10-17,-,-,-,-
-,-,GUANETHIDINE MONOSULFATE,-,-,-,-,Discontinued,86113,-,-,-,-,-
-,-,GUANETHIDINE MONOSULFATE,-,-,-,-,Discontinued,86114,-,-,-,-,-
-,-,GUANABENZ ACETATE,-,-,-,-,Discontinued,74025,-,-,-,-,-
-,-,GUANABENZ ACETATE,-,-,-,-,Discontinued,74267,-,-,-,-,-
-,-,GUANABENZ ACETATE,-,-,-,-,Discontinued,74517,-,-,-,-,-
-,-,GUANABENZ ACETATE,ANDA,-,ANI PHARMS INC,-,Prescription,74149,1995-04-07,-,-,-,-
-,-,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,ANDA,-,ACTAVIS LABS FL INC,-,Over-the-counter,91071,2015-05-27,-,-,-,-
-,-,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,ANDA,-,ACTAVIS LABS FL INC,-,Over-the-counter,91070,2015-08-31,-,-,-,-
-,-,GUAIFENESIN,ANDA,-,ACTAVIS LABS FL INC,-,Over-the-counter,91009,2015-09-03,-,-,-,-
-,-,GUAIFENESIN,ANDA,-,PERRIGO R AND D,-,Over-the-counter,78912,2011-11-23,-,-,-,-
-,-,"GRISEOFULVIN,ULTRAMICROSIZE",ANDA,-,SIGMAPHARM LABS LLC,-,Prescription,202545,2012-10-22,-,-,-,-
-,-,"GRISEOFULVIN, ULTRAMICROSIZE",ANDA,-,RICONPHARMA LLC,-,Prescription,204371,2014-01-09,-,-,-,-
-,-,GRISACTIN ULTRA,-,-,-,-,Discontinued,62178,-,-,-,-,-
-,-,GRISACTIN ULTRA,-,-,-,-,Discontinued,62438,-,-,-,-,-
-,-,GRISEOFULVIN,ANDA,-,SIGMAPHARM LABS LLC,-,Prescription,202482,2012-10-22,-,-,-,-
-,-,GRISEOFULVIN,ANDA,-,SANDOZ INC,-,Prescription,91592,2013-08-07,-,-,-,-
-,-,GRISEOFULVIN,ANDA,-,VINTAGE PHARMS,-,Prescription,65438,2010-10-08,-,-,-,-
-,-,GRISEOFULVIN,ANDA,-,ACTAVIS MID ATLANTIC,-,Prescription,65394,2007-07-06,-,-,-,-
-,-,GRISEOFULVIN,ANDA,-,CIPLA LTD,-,Prescription,65354,2007-09-10,-,-,-,-
-,-,GRISEOFULVIN,ANDA,-,PERRIGO CO TENNESSEE,-,Prescription,65200,2005-03-03,-,-,-,-
-,-,GRISACTIN,-,-,-,-,Discontinued,50051,-,-,-,-,-
-,-,GRISACTIN,-,-,-,-,Discontinued,60212,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,50448,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,60618,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,62279,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,62279,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,62483,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,50448,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,60618,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,62279,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,62279,-,-,-,-,-
-,-,GRIFULVIN V,-,-,-,-,Discontinued,62483,-,-,-,-,-
-,False,GRIS-PEG,NDA,-,VALEANT PHARMS INC,False,Prescription,50475,1975-04-16,-,-,False,-
-,-,GRANISOL,ANDA,-,PEDIATRX,-,Discontinued,78334,2008-02-28,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,-,-,-,-,Discontinued,77165,-,-,-,-,-
True,False,GRANIX,BLA,-,SICOR BIOTECH,True,Prescription,125294,2012-08-29,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/125294Orig1s000TOC.cfm,True,False,True
-,-,GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,ANDA,-,BIONPHARMA INC,-,Prescription,78863,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE,ANDA,-,FRESENIUS KABI USA,-,Prescription,78096,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,-,-,-,-,Discontinued,78197,-,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,-,-,-,-,Discontinued,78198,-,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,-,-,-,-,Discontinued,78221,-,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,-,-,-,-,Discontinued,78260,-,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,-,-,-,-,Discontinued,78808,-,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,204238,2016-07-06,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,LUITPOLD,-,Prescription,91274,2010-09-22,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,SAGENT AGILA,-,Prescription,91137,2010-04-09,-,-,-,-
True,False,GRALISE,NDA,-,DEPOMED INC,True,Prescription,22544,2011-01-28,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022544_gralise_toc.cfm,True,False,True
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,SAGENT STRIDES,-,Prescription,91136,2010-04-09,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,TARO,-,Prescription,90817,2010-05-28,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,AKORN INC,-,Prescription,79119,2009-09-10,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,AKORN INC,-,Prescription,79078,2009-09-14,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,NATCO PHARMA,-,Prescription,78969,2009-06-22,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,BIONPHARMA INC,-,Prescription,78880,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,BIONPHARMA INC,-,Prescription,78863,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,78846,2009-02-27,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,APOTEX INC,-,Prescription,78843,2008-02-27,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,SANDOZ INC,-,Prescription,78835,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,MYLAN,-,Prescription,78725,2008-01-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,ORCHID HLTHCARE,-,Prescription,78678,2008-02-13,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,HIKMA FARMACEUTICA,-,Prescription,78629,2009-12-23,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,WOCKHARDT USA,-,Prescription,78566,2008-02-29,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,WOCKHARDT USA,-,Prescription,78565,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,WOCKHARDT USA,-,Prescription,78564,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,SANDOZ,-,Prescription,78534,2009-04-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,SANDOZ,-,Prescription,78531,2009-04-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,FRESENIUS KABI USA,-,Prescription,78522,2007-12-31,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,TEVA PHARMS USA,-,Prescription,78392,2007-12-31,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,CIPLA LTD,-,Prescription,78262,2007-12-31,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,CIPLA LTD,-,Prescription,78258,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,FRESENIUS KABI USA,-,Prescription,78090,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,TEVA PHARMS,-,Prescription,78080,2007-12-28,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,CIPLA LTD,-,Prescription,78037,2008-02-27,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,TEVA PHARMS USA,-,Prescription,77963,2008-01-03,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,77913,2008-06-26,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,ROXANE,-,Prescription,77842,2007-12-31,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,TEVA PHARMS USA,-,Prescription,77297,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,77187,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,77186,2008-06-30,-,-,-,-
-,-,GRANISETRON HYDROCHLORIDE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,77177,2007-12-31,-,-,-,-
-,False,GONITRO,NDA,-,POHL BOSKAMP,False,Prescription,208424,2016-06-08,-,-,False,-
False,False,GONAL-F RFF REDI-JECT,NDA,-,EMD SERONO,True,Prescription,21684,2004-05-25,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021684s000_GonalTOC.cfm,False,False,True
-,-,GONAL-F RFF,NDA,-,EMD SERONO,-,Discontinued,21765,2004-03-25,-,-,-,-
-,-,GONAL-F,-,-,-,-,Discontinued,21765,-,-,-,-,-
-,-,GONAL-F,NDA,-,EMD SERONO,-,Discontinued,20378,1997-09-29,-,-,-,-
